	CB2010	ZipCode	Address	BldgClass	LandUse	OwnerType	OwnerName	LotArea	BldgArea	RetailArea	GarageArea	NumBldgs	NumFloors	UnitsRes	UnitsTotal	BldgFront	BldgDepth	LotType	BsmtCode	YearAlter1	XCoord	YCoord	ZoneMap	SHAPE_Leng	SHAPE_Area	Avg. listing price	Avg. sales price	Median sales price	Price per sqft	Trulia popularity	lat	lng
11	1017	10001	"606 WEST 30 STREET, New York"	G1	10	P	WEST 30TH STREET LLC	14812	16052	0	14812	1	1	0	1	150	99	5	2	1987	982932	213761	8b	493.3400551	14603.06832	4995153	2253884	2562500	1727	26	40.7534221	-74.0048013
12	2003	10001	"241 WEST 26 STREET, New York"	G1	10	P	"MITCHELL, LYNN SUE"	6300	34213	800	33133	1	6	0	1	64	88	5	2	1930	985336	211432	8d	324.6909192	6232.280604	4995153	2253884	2562500	1727	26	40.7469934	-73.9960956
13	1040	10001	"435 10 AVENUE, New York"	G6	10	P	"509 W 34, L.L.C."	37026	0	0	0	1	0	0	0	0	0	3	5	0	984461	214344	8d	1062.168486	39053.30576	4995153	2253884	2562500	1727	26	40.7550253	-73.9993881
14	1008	10001	"354 10 AVENUE, New York"	G7	10		EXTELL 31/10 LLC	81847	0	0	0	0	0	0	0	0	0	3	5	0	984436	213120	8d	2045.713402	71114.62747	4995153	2253884	2562500	1727	26	40.7521779	-74.0004526
15	2004	10001	"6 WEST 29 STREET, New York"	G6	10		PHILMAR REALTY CORP	2469	0	0	0	0	0	0	0	0	0	5	5	0	987672	210847	8d	254.1004746	2551.250353	4995153	2253884	2562500	1727	26	40.7454277	-73.9877514
16	2000	10001	"8 AVENUE, New York"	G6	10		384-386 EIGHTH AVENU	6940	0	0	0	0	0	0	0	0	0	5	5	0	985554	212206	8d	349.5063	7346.450875	4995153	2253884	2562500	1727	26	40.7525375	-73.9932029
17	1006	10001	"124 WEST 31 STREET, New York"	G6	10		124 WEST 31 ST STREE	5103	0	0	0	0	0	0	0	0	0	5	5	0	986896	211847	8d	346.4181752	5274.87802	4995153	2253884	2562500	1727	26	40.7482403	-73.990493
18	2004	10001	"10 WEST 29 STREET, New York"	G6	10		DRUCKER REALTIES	3703	100	0	0	0	1	0	0	0	10	5	5	0	987623	210874	8d	278.1017873	3775.88819	4995153	2253884	2562500	1727	26	40.745457	-73.987835
19	1006	10001	"148 WEST 31 STREET, New York"	G6	10		371 SEVENTH AVENUE CO	2419	0	0	0	0	0	0	0	0	0	5	5	0	986657	211996	8d	249.1198008	2493.274723	4995153	2253884	2562500	1727	26	40.7487416	-73.9916574
20	1005	10001	"225 WEST 30 STREET, New York"	G1	10		"NEW GARDEN GARAGE,"	30957	245542	6725	238817	1	6	0	5	168	198	4	2	1957	986077	212260	8d	744.8720315	31994.52102	4995153	2253884	2562500	1727	26	40.749272	-73.993383
21	1010	10001	"415 8 AVENUE, New York"	G6	10	P	KEDEM REALTY 415 LLC	8636	0	0	0	0	0	0	0	0	0	3	5	0	985535	212647	8d	487.4490342	9279.276517	4995153	2253884	2562500	1727	26	40.750337	-73.9953589
22	1003	10001	"323 WEST 34 STREET, New York"	G1	10		LINCOLN CROWN RLTY CO	20638	103191	10000	93191	1	4	0	1	105	148	4	2	1956	985783	213642	8d	640.1014185	23525.09735	4995153	2253884	2562500	1727	26	40.7530861	-73.9944637
23	2001	10001	"250 WEST 29 STREET, New York"	G6	10		249 W. 28TH STREET PR	975	0	0	0	1	0	0	0	0	0	5	5	0	985594	212030	8d	134.0650376	1049.358209	4995153	2253884	2562500	1727	26	40.7485241	-73.995247
24	2001	10001	"251 WEST 28 STREET, New York"	G6	10	P	249 W. 28TH STREET PR	8080	0	0	0	0	0	0	0	0	0	5	5	0	985551	211934	8d	438.6297003	8623.535618	4995153	2253884	2562500	1727	26	40.7484207	-73.9953604
25	2001	10001	"247 WEST 28 STREET, New York"	G6	10		249 W 28TH STREET PRO	10575	0	0	0	0	0	0	0	0	0	4	5	0	985606	211935	8d	563.9872591	11238.24302	4995153	2253884	2562500	1727	26	40.7483395	-73.9950831
26	2004	10001	"WEST 28 STREET, New York"	G6	10		DRUCKER MITCHEL	7456	0	0	0	0	0	0	0	0	0	4	5	0	987609	210802	8d	512.5012535	7761.273723	4995153	2253884	2562500	1727	26	40.7490692	-73.9969217
27	2003	10001	"29 WEST 28 STREET, New York"	G1	10		RP1185 LLC	11525	63135	0	63135	1	7	0	1	104	79	5	0	1965	987255	210965	8d	519.7921684	11608.98717	4995153	2253884	2562500	1727	26	40.7457017	-73.9892007
28	2001	10001	"1241 BROADWAY, New York"	G6	10		DRUCKER ASSOCIATES	12755	0	0	0	1	0	0	0	0	0	3	5	0	987389	211578	8d	470.5995901	13522.34206	4995153	2253884	2562500	1727	26	40.747434	-73.98872
29	2004	10001	"7 WEST 28 STREET, New York"	G6	10		DRUCKER REALTIES	2420	0	0	0	0	0	0	0	0	0	5	5	0	987622	210757	8d	258.400198	2605.000641	4995153	2253884	2562500	1727	26	40.7451984	-73.9879006
30	2000	10001	"211 WEST 29 STREET, New York"	G6	10		211 SEA FOAM PROPERTI	4543	0	0	0	0	0	0	0	0	0	5	5	0	986081	211903	8d	297.3309807	4776.526656	4995153	2253884	2562500	1727	26	40.7483035	-73.99339
31	1003	10001	"355 WEST 34 STREET, New York"	G6	10		361 W 34 ST CP	14175	0	0	0	0	0	0	0	0	0	4	5	0	985506	213740	8d	590.4144567	14261.31295	4995153	2253884	2562500	1727	26	40.7533469	-73.9955633
32	1002	10001	"140 WEST 28 STREET, New York"	G6	10		"140-144 WEST 28, LLC"	7571	0	0	0	1	0	0	0	0	0	5	5	0	986347	211283	8d	344.3206328	7237.281789	4995153	2253884	2562500	1727	26	40.746591	-73.9924319
33	2001	10001	"241 WEST 28 STREET, New York"	G7	10		JAY STREET ASSOCIATES	9885	0	0	0	1	0	0	0	0	0	5	5	0	985649	211904	8d	523.7381602	10662.59285	4995153	2253884	2562500	1727	26	40.748304	-73.994956
34	2000	10001	"253 WEST 29 STREET, New York"	G6	10		384-386 EIGHTH AVENU	4938	0	0	0	0	0	0	0	0	0	5	5	0	985638	212147	8d	295.3951569	4678.112022	4995153	2253884	2562500	1727	26	40.748981	-73.994983
35	1010	10001	"305 WEST 30 STREET, New York"	G6	10		KEDEM REALTY 415 LLC	2469	0	0	0	0	0	0	0	0	0	5	5	0	985444	212545	8d	265.8177181	2707.258277	4995153	2253884	2562500	1727	26	40.750081	-73.9956739
36	2005	10001	"9 WEST 35 STREET, New York"	G1	10	P	9 WEST 35TH STREET LL	16700	69500	0	69500	1	5	0	1	119	198	4	2	1963	988453	212402	8d	647.4388554	17192.06426	4995153	2253884	2562500	1727	26	40.7497773	-73.9848277
37	3000	10002	"90 MADISON STREET, New York"	G6	10		FIRST CHINESE PRES CH	5000	0	0	0	1	0	0	0	0	0	5	5	0	985381	198662	12d	308.3523634	5208.807486	2645209	1081187	1034750	1552	28	40.711947	-73.99591
38	2000	10002	"38 HENRY STREET, New York"	G6	10		HENRY MADISON ASSOC.	2517	0	0	0	1	0	0	0	0	0	5	5	0	985335	198920	12d	258.2064544	2680.994061	2645209	1081187	1034750	1552	28	40.712658	-73.996072
39	2000	10002	"38 HENRY STREET, New York"	G6	10		HENRY MADISON ASSOC.	7940	0	0	0	1	0	0	0	0	0	5	5	0	985387	198926	12d	364.2413672	8146.639775	2645209	1081187	1034750	1552	28	40.712658	-73.996072
40	2000	10002	"89 MADISON STREET, New York"	G6	10		31 MONROE REALTY LLC	5029	0	0	0	1	0	0	0	0	0	5	5	0	985413	198825	12d	305.1250001	5128.080045	2645209	1081187	1034750	1552	28	40.712408	-73.995799
41	5002	10002	"203 SOUTH STREET, New York"	G7	10		220 SOUTH STREET LAND	810	0	0	0	1	0	0	0	0	0	3	5	0	985414	197715	12d	125.931978	888.867379	2645209	1081187	1034750	1552	28	40.7092779	-73.9957267
42	2000	10002	"87 MADISON STREET, New York"	G6	10		HENRY MADISON ASSOC.	2866	0	0	0	1	0	0	0	0	0	5	5	0	985374	198821	12d	263.1415287	2975.155084	2645209	1081187	1034750	1552	28	40.712396	-73.995939
43	2000	10002	"HENRY STREET, New York"	G6	10		HENRY MADISON ASSOCIA	2470	0	0	0	0	0	0	0	0	0	5	5	0	985310	198917	12d	252.822378	2402.491371	2645209	1081187	1034750	1552	28	40.7134469	-73.9893645
44	3000	10002	"88 MADISON STREET, New York"	G6	10	P	1 CHINESE PRESBYTRIAN	2500	0	0	0	0	0	0	0	0	0	5	5	0	985344	198658	12d	257.1907732	2542.382436	2645209	1081187	1034750	1552	28	40.7119397	-73.9959947
45	1001	10002	"49 HENRY STREET, New York"	G6	10		CHIN AS TO A 50% INT	14500	0	0	0	1	0	0	0	0	0	5	5	0	985560	199103	12d	500.0877062	14635.93485	2645209	1081187	1034750	1552	28	40.7132032	-73.9952154
46	1001	10002	"89 CHRYSTIE STREET, New York"	G1	10	P	CHRYSTIE ST RLTY CO	5724	17856	0	17856	1	4	0	1	57	101	5	5	1925	985796	200753	12c	320.7940909	5838.179357	2645209	1081187	1034750	1552	28	40.7176997	-73.9944081
47	2001	10002	"236 BROOME STREET, New York"	Z2	10	P	SITE 1 DSA OWNER LLC	21784	0	0	0	0	0	0	0	0	0	4	5	0	987297	200885	12c	671.963504	22451.24961	2645209	1081187	1034750	1552	28	40.71803	-73.988962
48	2001	10002	"79 ELDRIDGE STREET, New York"	G7	10		ELDRIDGE HOTEL LLC	2525	0	0	0	1	0	0	0	0	0	5	5	0	986248	200535	12c	258.2909347	2682.934011	2645209	1081187	1034750	1552	28	40.717103	-73.99279
49	6007	10002	"85 HENRY STREET, New York"	G6	10		MEI TONG REALTY LLC	5625	0	0	0	1	0	0	0	0	0	5	5	0	986106	199152	12d	303.7181179	5762.845591	2645209	1081187	1034750	1552	28	40.713307	-73.993301
50		10002	"CHERRY STREET, New York"	G7	10	X		31341	0	0	0	0	0	0	0	0	0	5	5	0	0	0	12d	803.3541963	31414.37514	2645209	1081187	1034750	1552	28	40.7114587	-73.9875061
51		10002	"NORFOLK STREET, New York"	G6	10			24957	0	0	0	0	0	0	0	0	0	3	5	0	0	0	12c	843.1571911	25006.81189	2645209	1081187	1034750	1552	28	40.7189951	-73.9870694
52	1001	10002	"47 HENRY STREET, New York"	G6	10		LIN AS TO A 50% INTE	2500	0	0	0	1	0	0	0	0	0	5	5	0	985471	199095	12d	255.1525536	2613.529286	2645209	1081187	1034750	1552	28	40.713151	-73.995596
53	6012	10002	"MADISON STREET, New York"	G7	10	P	MADISON&MKT ST RLTYCP	2510	0	0	0	0	0	0	0	0	0	5	5	0	985951	198725	12d	257.5407651	2541.669996	2645209	1081187	1034750	1552	28	40.7125773	-73.9909934
54	3002	10002	"26 FORSYTH STREET, New York"	G6	10	P	SUN AND SON CORP	8340	945	0	945	2	1	0	2	20	47	3	5	1952	985847	199734	12d	472.3014201	8645.074494	2645209	1081187	1034750	1552	28	40.7148205	-73.9941718
55	3003	10002	"8 ELDRIDGE STREET, New York"	G1	10	P	DAI FUNG RLTY CORP	16099	2652	0	2652	2	1	0	1	22	65	4	5	1940	986054	199583	12d	566.1647545	9910.814186	2645209	1081187	1034750	1552	28	40.7145259	-73.9935016
56	6013	10002	"144 MADISON STREET, New York"	G7	10	C	DEPT OF ENVIRONMENTAL	1700	0	0	0	1	0	0	0	0	0	5	5	0	986174	198767	12d	225.1160176	1439.995536	2645209	1081187	1034750	1552	28	40.7122436	-73.9930415
57	1002	10002	"145 CLINTON STREET, New York"	G6	10			40690	0	0	0	0	0	0	0	0	0	0	5	0	987773	200714	12c	805.2316388	40526.16139	2645209	1081187	1034750	1552	28	40.7164504	-73.9867959
58	1007	10002	"10 PITT STREET, New York"	G7	10	P	ANSCHEL BIALYSTOCK	5795	0	0	0	1	0	0	0	0	0	5	5	0	988794	200003	12c	295.0245653	5431.572391	2645209	1081187	1034750	1552	28	40.7156377	-73.9836062
59	2000	10002	"290 MADISON STREET, New York"	G7	10	O	NEW YORK CITY HOUSING	4865	0	0	0	0	0	0	0	0	0	3	5	0	988327	198997	12d	273.837621	4508.665153	2645209	1081187	1034750	1552	28	40.7128555	-73.9852994
60	1000	10002	"215 HENRY STREET, New York"	G7	10	P	"CHU & MUI INDUSTRIES,"	2153	0	0	0	0	0	0	0	0	0	5	5	0	987927	199356	12d	229.91588	2252.197407	2645209	1081187	1034750	1552	28	40.713862	-73.986741
61	1000	10002	"61 PITT STREET, New York"	G7	10	P	"CHAMP'S RUN, LLC"	2487	0	0	0	0	0	0	0	0	0	5	5	0	988938	200807	12c	256.3753917	2508.503324	2645209	1081187	1034750	1552	28	40.7178461	-73.9830848
62	1008	10002	"DELANCEY STREET, New York"	G7	10	P	U J C BIALYSTOKER HOU	18758	0	0	0	1	0	0	0	0	0	3	5	0	988908	200218	12c	688.0617225	18217.85059	2645209	1081187	1034750	1552	28	40.7178006	-73.9852709
63	2007	10002	"426 GRAND STREET, New York"	G7	10	C	HOUSING PRESERVATION	3600	0	0	0	0	0	0	0	0	0	5	5	0	988245	200091	12c	265.9356659	3749.683011	2645209	1081187	1034750	1552	28	40.7158799	-73.9855853
64	1000	10002	"HENRY STREET, New York"	G7	10	P	53 LITTLE WEST 12THST	1846	0	0	0	0	0	0	0	0	0	3	5	0	988301	199394	12d	218.1652244	2087.762807	2645209	1081187	1034750	1552	28	40.7134469	-73.9893645
65	3003	10002	"275 DELANCEY STREET, New York"	G1	10		HILLMAN HOUSING CORP	31845	98862	0	95000	1	3	0	2	145	170	3	2	1952	989650	199945	12d	777.1879189	35863.27504	2645209	1081187	1034750	1552	28	40.715466	-73.980471
66	2001	10002	"95 ATTORNEY STREET, New York"	G1	10	P	91/93/95 HIGHGATE LLC	6633	4000	0	4000	2	2	0	1	20	100	5	5	1910	988471	200989	12c	333.1502942	6601.835407	2645209	1081187	1034750	1552	28	40.7184063	-73.9847431
67	1003	10002	"145 CLINTON STREET, New York"	G6	10			40690	0	0	0	0	0	0	0	0	0	0	5	0	988005	200620	12c	795.5528959	39550.07122	2645209	1081187	1034750	1552	28	40.7164504	-73.9867959
68	3002	10002	"7 STANTON STREET, New York"	G7	10		HARLEN SALES CO INC	982	0	0	0	0	0	0	0	0	0	5	5	0	986307	202513	12c	146.3966021	1063.964408	2645209	1081187	1034750	1552	28	40.7224979	-73.9925843
69	3001	10002	"271 BOWERY, New York"	G7	10	C	HOUSING PRESERVATION	1730	0	0	0	0	0	0	0	0	0	5	5	0	986347	202907	12c	208.8814382	1824.087036	2645209	1081187	1034750	1552	28	40.723605	-73.992419
70	2000	10002	"ELDRIDGE STREET, New York"	G7	10	C	DCAS/DEPARTMENT OF ED	9093	0	0	0	0	0	0	0	0	0	3	5	0	986964	202384	12c	404.9519496	9295.639925	2645209	1081187	1034750	1552	28	40.7185858	-73.9917517
71	2001	10002	"159 LUDLOW STREET, New York"	G7	10		159 LUDLOW LLC	1063	0	0	0	1	0	0	0	0	0	5	5	0	987566	201975	12c	140.6969898	1153.79218	2645209	1081187	1034750	1552	28	40.721048	-73.9880419
72	3002	10002	"5 STANTON STREET, New York"	G7	10	P	HARLEN SALES CO INC	1023	0	0	0	0	0	0	0	0	0	5	5	0	986289	202520	12c	145.3876554	1037.297643	2645209	1081187	1034750	1552	28	40.7225181	-73.9926563
73	2000	10002	"ELDRIDGE STREET, New York"	G7	10	C	DCAS/DEPARTMENT OF ED	980	0	0	0	0	0	0	0	0	0	5	5	0	987006	202416	12c	143.2320076	949.3324653	2645209	1081187	1034750	1552	28	40.7185858	-73.9917517
74	3001	10002	"112 LUDLOW STREET, New York"	Z2	10	C	NYC DEPT OF HIGHWAYS	22402	132750	0	132750	1	5	0	0	126	177	4	5	1971	987497	201357	12c	617.0372739	22990.86931	2645209	1081187	1034750	1552	28	40.719352	-73.9883894
75	1001	10002	"149 RIDGE STREET, New York"	G1	10		149 RIDGE ST REALTY	2500	2500	0	2500	1	1	0	2500	25	100	5	5	1952	989007	201670	12c	253.7401437	2533.037935	2645209	1081187	1034750	1552	28	43.3150177	-73.6434392
76	1002	10002	"147 ATTORNEY STREET, New York"	G1	10	P	147 ATTORNEY STREET	2040	1850	0	1850	1	1	0	1	34	56	5	0	1963	988772	201702	12c	196.4987988	2267.396805	2645209	1081187	1034750	1552	28	40.7203019	-73.9836865
77	1002	10002	"153 ATTORNEY STREET, New York"	G2	10	P	STEFCAN ASSOCIATES IN	5050	6250	0	6250	1	1	0	1	51	95	5	2	1950	988769	201751	12c	307.3921579	5222.45319	2645209	1081187	1034750	1552	28	40.7205278	-73.9838861
78	1001	10002	"147 RIDGE STREET, New York"	G1	10	P	147 RIDGE LLC	2500	2500	0	2500	1	1	0	1	0	0	5	5	1986	988998	201646	12c	254.5995711	2554.301801	2645209	1081187	1034750	1552	28	43.3148316	-73.6431982
79	1001	10002	"152 ATTORNEY STREET, New York"	G1	10		"MARQUES, MARIO"	2500	2500	0	2500	1	1	0	1	25	95	5	0	1951	988903	201684	12c	253.1504676	2503.428647	2645209	1081187	1034750	1552	28	40.7202539	-73.983208
80	1001	10003	"66 EAST 1 STREET, New York"	G1	10		"J&A REALTY ASSOC.,INC"	3245	3250	0	3250	1	1	0	1	25	128	5	0	1900	987331	202959	12c	315.1343788	3271.085995	4009462	2110637	2200000	2020	14	43.4595514	-76.5092876
81	3001	10003	"19 EAST 3 STREET, New York"	G7	10	P	70 EAST 4TH CULTURAL	2100	0	0	0	0	0	0	0	0	0	0	5	0	986863	203815	12c	231.0190724	2295.233661	4009462	2110637	2200000	2020	14	40.7262306	-73.9906455
82	1000	10003	"220 EAST 9 STREET, New York"	G1	10		PENBER 9TH STREET GAR	7875	22460	0	22460	2	4	0	2	105	74	5	2	1926	987469	205042	12c	370.4632944	8407.002191	4009462	2110637	2200000	2020	14	40.7294465	-73.9883081
83	2003	10003	"410 LAFAYETTE STREET, New York"	G6	10	P	410-414 LAFAYETTE ST.	8020	0	0	0	0	0	0	0	0	0	5	5	0	986204	204757	12c	409.5899662	8905.896504	4009462	2110637	2200000	2020	14	40.7286578	-73.9927158
84	2004	10003	"27 EAST 4 STREET, New York"	G1	10		KALODOP II PARK CORP	3456	3600	0	3600	1	1	0	1	27	129	5	5	1931	986370	204426	12c	314.9729274	3397.353332	4009462	2110637	2200000	2020	14	40.727778	-73.9923489
85	2004	10003	"403 LAFAYETTE STREET, New York"	G1	10		KALODOP PARK CORP	11985	33996	0	33996	1	3	0	1	81	150	5	0	1931	986358	204556	12c	472.7512838	12424.19342	4009462	2110637	2200000	2020	14	40.7281419	-73.9923939
86	5001	10003	"324 EAST 11 STREET, New York"	G6	10		FRACLAC RLTY CORP	2375	2375	0	2375	0	0	0	1	0	0	5	5	0	988350	205108	12c	243.1335445	2452.278118	4009462	2110637	2200000	2020	14	40.729639	-73.985204
87	6000	10003	"326 EAST 14 STREET, New York"	G7	10	X	NEW YORK EYE EAR INET	2323	0	0	0	0	0	0	0	0	0	5	5	0	988677	205835	12c	252.7835449	2263.483861	4009462	2110637	2200000	2020	14	40.731632	-73.984025
88	6000	10003	"315 EAST 13 STREET, New York"	G6	10	X	NY EYE & EAR INFIRMAR	7124	0	0	0	0	0	0	0	0	0	5	5	0	988526	205797	12c	348.2434849	7145.221177	4009462	2110637	2200000	2020	14	40.731538	-73.984566
89	5001	10003	"310 EAST 11 STREET, New York"	G1	10	P	S & S 310 LLC	4579	21700	0	21700	1	5	0	1	48	89	5	2	1925	988219	205181	12c	291.489211	4774.121451	4009462	2110637	2200000	2020	14	40.7298511	-73.985676
90	1002	10003	"43 EAST 18 STREET, New York"	G7	10	P	43 EAST 18 L.L.C.	1840	0	0	0	1	0	0	0	0	0	5	5	0	987239	208017	12c	241.2078527	2142.019285	4009462	2110637	2200000	2020	14	40.7376549	-73.989211
91	2001	10003	"68 EAST 11 STREET, New York"	G1	10	P	BF/RF REALTY LLC	4010	21595	0	21595	1	6	0	1	42	94	5	2	1931	986408	206183	12c	284.5703292	4229.31295	4009462	2110637	2200000	2020	14	40.7326067	-73.9922065
92	2004	10003	"EAST 17 STREET, New York"	G6	10		6 EAST 17TH STREET L	9200	0	0	0	0	0	0	0	0	0	5	5	0	986557	207950	12c	385.8670278	9294.911272	4009462	2110637	2200000	2020	14	40.7355362	-73.986602
93	3001	10003	"112 EAST 16 STREET, New York"	G1	10		EAST 16TH STREET OWNE	6660	50174	0	50174	1	9	0	1	64	88	5	0	1962	987390	207206	12c	339.4272723	6799.972402	4009462	2110637	2200000	2020	14	40.7354	-73.988664
94	2001	10003	"EAST 20 STREET, New York"	G6	10		NEW YORK CITY TRANSIT	4600	0	0	0	1	0	0	0	0	0	5	5	0	986898	208598	8d	290.6660541	4746.975206	4009462	2110637	2200000	2020	14	40.7360128	-73.9822792
95	1005	10004	"14 SOUTH WILLIAM STREET, New York"	G1	10		10-26 SOUTH WILLIAM S	11398	87775	3000	84775	1	8	0	3	134	99	5	2	2010	981256	196014	12b	480.4262606	12318.98787	2232344	1705000	1872500	1432	39	40.7046717	-74.010699
96	1014	10006	"111 WASHINGTON STREET, New York"	G6	10	P	FRED RICH LLC	11255	0	0	0	0	0	0	0	0	0	3	5	0	980389	197506	12b	462.1979516	11737.14944	2643452	1235857	1050000	1553	37	40.7088357	-74.0137938
97	2004	10007	"69 WARREN STREET, New York"	G6	10		WARREN CO	3156	0	0	0	0	0	0	0	0	0	3	5	0	981475	199733	12b	262.5744365	3493.80894	5906956	4359101	3950000	2064	23	40.7148466	-74.0100657
98	2001	10007	"86 WARREN STREET, New York"	G6	10		86-90 WARREN ST. L.L.	7283	0	0	0	0	0	0	0	0	0	5	5	0	981346	199978	12b	350.9319487	7462.744717	5906956	4359101	3950000	2064	23	40.7156253	-74.0104682
99	1017	10007	"37 CHAMBERS STREET, New York"	G7	10	C	NYC DCAS	11325	0	0	0	0	0	0	0	0	0	3	5	0	982918	199352	12b	504.4502288	14585.24031	5906956	4359101	3950000	2064	23	40.7138529	-74.0048046
100	2000	10009	"640 EAST 6 STREET, New York"	G1	10	O	NEW YORK CITY HSG AUT	4074	1100	0	1100	1	1	0	1	0	0	5	5	1993	989750	202912	12c	283.6722347	4140.832406	1970250	1022777	932500	1377	20	42.0996023	-79.232838
101	2000	10009	"644 EAST 6 STREET, New York"	G7	10	O	NEW YORK CITY HSG AUT	6211	0	0	0	1	0	0	0	0	0	5	5	0	989796	202887	12c	329.1716783	6437.469458	1970250	1022777	932500	1377	20	42.0996269	-79.2326299
102	1001	10009	"218 EAST 2 STREET, New York"	G7	10	C	DEPT OF GENERAL SERVI	6570	0	0	0	1	0	0	0	0	0	5	5	0	989050	202304	12c	345.924332	6399.516047	1970250	1022777	932500	1377	20	40.721952	-73.98269
103	2002	10009	"617 EAST 6 STREET, New York"	G1	10	P	"BLASOF, ABRAHAM"	2256	2258	0	2258	1	1	0	1	24	90	5	0	1964	989647	203144	12c	240.0574799	2339.075059	1970250	1022777	932500	1377	20	42.0999078	-79.2342855
104	6001	10009	"534 EAST 5 STREET, New York"	G7	10	P	534 E 5TH ST RLTY COR	1859	0	0	0	0	0	0	0	0	0	5	5	0	988951	203069	12c	228.2286012	1722.250895	1970250	1022777	932500	1377	20	40.724038	-73.983042
105	3001	10009	"406 EAST 11 STREET, New York"	G7	10		FOUR GUDS RLTY CORP	2369	450	0	0	1	1	0	1	0	18	5	5	0	988804	204856	12c	245.2367771	2377.096468	1970250	1022777	932500	1377	20	40.728951	-73.983569
106	3001	10009	"645 EAST 9 STREET, New York"	G7	10	X		2300	0	0	0	0	0	0	0	0	0	0	5	0	990249	203660	12c	240.2976962	2361.917434	1970250	1022777	932500	1377	20	40.725679	-73.9783549
107	3001	10009	"EAST 9 STREET, New York"	G7	10	P	"ADEIA ASSOCIATES, L.P"	2768	0	0	0	0	0	0	0	0	0	5	5	0	990181	203698	12c	250.5231643	2854.013221	1970250	1022777	932500	1377	20	40.7287239	-73.9861761
108	1001	10009	"245 EAST 7 STREET, New York"	G7	10	X	ASSMBL CHRISTIAN CHUR	2381	0	0	0	0	0	0	0	0	0	5	5	0	990330	203045	12c	245.2370311	2305.101736	1970250	1022777	932500	1377	20	40.7240003	-73.978078
109	1001	10009	"EAST 5 STREET, New York"	G7	10	P	"RASH, LLC"	2116	0	0	0	1	0	0	0	0	0	5	5	0	990377	202272	12c	243.0468732	2150.501926	1970250	1022777	932500	1377	20	40.7248612	-73.98442
110	1001	10009	"EAST 5 STREET, New York"	G7	10	P	RASH LLC	2116	0	0	0	0	0	0	0	0	0	5	5	0	990358	202283	12c	244.0457064	2200.480326	1970250	1022777	932500	1377	20	40.7248612	-73.98442
